"Day","Month","Year","MinTemp","MaxTemp"
30,11,1987,-3.15,7.37
1,12,1987,-3.02,8.46
2,12,1987,-2.81,5.57
3,12,1987,1.71,7.55
4,12,1987,5.66,7.81
5,12,1987,4.51,6.63
6,12,1987,3.32,7.34
7,12,1987,2.66,7.7
8,12,1987,3.81,9.52
9,12,1987,2.07,7.76
10,12,1987,5.12,12.36
11,12,1987,6.93,10.26
12,12,1987,2.9,10.73
13,12,1987,6.89,11.39
14,12,1987,6.81,10.56
15,12,1987,7.62,12.37
16,12,1987,10.5,13.15
17,12,1987,11.47,13.43
18,12,1987,9.92,12.9
19,12,1987,5.58,14.63
20,12,1987,4.29,12.21
21,12,1987,4.19,11.7
22,12,1987,2.69,8.27
23,12,1987,3.29,8.59
24,12,1987,3.17,8.65
25,12,1987,5.23,8.44
26,12,1987,6.17,11.16
27,12,1987,2.56,10.63
28,12,1987,2.99,9.08
29,12,1987,4.73,10.02
30,12,1987,3.44,9.25
31,12,1987,2.79,7.39
1,1,1988,2.45,6.74
2,1,1988,5.59,9.97
3,1,1988,5.83,8.3
4,1,1988,6.18,8.79
5,1,1988,4.52,10.3
6,1,1988,2.72,5.97
7,1,1988,-1.36,5.88
8,1,1988,1.86,7.52
9,1,1988,5.45,9.11
10,1,1988,4.43,7.27
11,1,1988,1.37,7.08
12,1,1988,1.85,5.49
13,1,1988,1.29,6.39
14,1,1988,1.21,4.24
15,1,1988,2.32,7.5
16,1,1988,0.9,8.29
17,1,1988,1.52,11.08
18,1,1988,-0.21,9.18
19,1,1988,1.41,7.37
20,1,1988,-0.29,7.09
21,1,1988,1.8,7.62
22,1,1988,4.57,9.23
23,1,1988,5.71,8.66
24,1,1988,6.7,8.34
25,1,1988,5.7,7.33
26,1,1988,6.32,7.47
27,1,1988,5.86,8.7
28,1,1988,5.08,8.67
29,1,1988,5.82,8.74
30,1,1988,3.45,6.28
31,1,1988,4.87,8.64
1,2,1988,5.38,7.32
2,2,1988,2.62,5.74
3,2,1988,3.33,6.57
4,2,1988,3.5,6.82
5,2,1988,5.95,7.09
6,2,1988,2.2,4.43
7,2,1988,-0.7,6.11
8,2,1988,3.14,8.4
9,2,1988,3.52,6.86
10,2,1988,0.74,6.5
11,2,1988,1.41,7.32
12,2,1988,-1.45,6.2
13,2,1988,-1.64,9.04
14,2,1988,0.19,12.94
15,2,1988,5.08,13.39
16,2,1988,2.72,10.38
17,2,1988,1.52,13.01
18,2,1988,0.44,13.3
19,2,1988,-0.13,14.57
20,2,1988,1.06,16.37
21,2,1988,4.41,13.85
22,2,1988,6.05,9.98
23,2,1988,6.2,13.22
24,2,1988,1.12,8.39
25,2,1988,-0.44,6.41
26,2,1988,-0.88,5.26
27,2,1988,-2.5,4.97
28,2,1988,-2.56,8.5
29,2,1988,0.35,7.23
1,3,1988,-2.8,7.65
2,3,1988,-1.05,8.46
3,3,1988,-3,9.6
4,3,1988,-0.51,7.65
5,3,1988,-2.7,6.86
6,3,1988,1.62,8.21
7,3,1988,-1.32,11.1
8,3,1988,0,11.94
9,3,1988,0.01,12.54
10,3,1988,1.89,12.48
11,3,1988,-0.2,15.26
12,3,1988,0.53,16.04
13,3,1988,1.22,14.68
14,3,1988,-0.54,12.2
15,3,1988,2.02,11.28
16,3,1988,8.01,11.08
17,3,1988,8.38,10.53
18,3,1988,8.13,15.11
19,3,1988,4.44,16.91
20,3,1988,7.55,16.85
21,3,1988,6.29,13.03
22,3,1988,3.85,9.29
23,3,1988,5.06,13.56
24,3,1988,3.56,14.25
25,3,1988,6.82,13.11
26,3,1988,7.56,10.57
27,3,1988,1.6,13.68
28,3,1988,1.94,14.87
29,3,1988,4.4,10.29
30,3,1988,2.65,7.18
31,3,1988,4.67,10.05
1,4,1988,2.16,8.81
2,4,1988,1.26,6.55
3,4,1988,-1.07,8.06
4,4,1988,4.02,9.57
5,4,1988,2.4,10.06
6,4,1988,2.77,9.58
7,4,1988,2.4,8.07
8,4,1988,-0.23,7.77
9,4,1988,0.05,9.9
10,4,1988,1.94,12.17
11,4,1988,1.71,8.21
12,4,1988,4.76,12.23
13,4,1988,9.29,11.94
14,4,1988,9.91,13.98
15,4,1988,9.96,16.26
16,4,1988,9.32,15.09
17,4,1988,9.36,12.57
18,4,1988,10.13,14.37
19,4,1988,7.18,14
20,4,1988,4.53,17.94
21,4,1988,5.33,18.77
22,4,1988,6.82,11.98
23,4,1988,3.95,11.82
24,4,1988,5.58,11.67
25,4,1988,3.12,7.95
26,4,1988,1.98,13.1
27,4,1988,2.49,12.43
28,4,1988,0.42,11.85
29,4,1988,6.5,11.09
30,4,1988,5.61,10.09
1,5,1988,6.01,9.65
2,5,1988,4.6,8.53
3,5,1988,5.59,12.22
4,5,1988,7.09,12.44
5,5,1988,6.09,16.55
6,5,1988,10.24,13.4
7,5,1988,9.58,10.2
8,5,1988,8.97,12.64
9,5,1988,9.88,14.73
10,5,1988,6.23,14.49
11,5,1988,4.24,15.22
12,5,1988,6.48,12.67
13,5,1988,6.93,10.75
14,5,1988,5.1,13.07
15,5,1988,4.78,14.65
16,5,1988,7.96,13.23
17,5,1988,7.97,12.86
18,5,1988,6.59,13.66
19,5,1988,6.47,15.07
20,5,1988,5.59,18.88
21,5,1988,8.32,22.55
22,5,1988,10.27,19.1
23,5,1988,8.65,16.38
24,5,1988,6.66,16.8
25,5,1988,7.13,15.92
26,5,1988,8.97,13.67
27,5,1988,7.7,14.26
28,5,1988,5.52,11.64
29,5,1988,7.4,11.99
30,5,1988,7.95,14.56
31,5,1988,3.68,14.9
1,6,1988,9.68,20.62
2,6,1988,12.05,26.85
3,6,1988,11.9,23.18
4,6,1988,8.27,17.48
5,6,1988,4.46,19.76
6,6,1988,5.71,20.79
7,6,1988,7.06,17.67
8,6,1988,9.11,13.49
9,6,1988,9.17,13.35
10,6,1988,9.4,13.61
11,6,1988,9.91,14.12
12,6,1988,8.84,15.66
13,6,1988,9.2,15.15
14,6,1988,10.37,13.35
15,6,1988,9.5,14.39
16,6,1988,8.72,15.84
17,6,1988,8.82,17.99
18,6,1988,10.36,19.45
19,6,1988,10.39,22.74
20,6,1988,13.65,25.77
21,6,1988,12.54,24.18
22,6,1988,12.82,24.85
23,6,1988,13.66,20.5
24,6,1988,11.81,22.04
25,6,1988,11.33,21.72
26,6,1988,11.3,20.82
27,6,1988,10.91,17.09
28,6,1988,11.8,14.67
29,6,1988,11.01,16.51
30,6,1988,9.7,17.08
1,7,1988,11.14,15.81
2,7,1988,10.44,15.5
3,7,1988,9.18,13.68
4,7,1988,9.44,13.77
5,7,1988,9.31,13.95
6,7,1988,9.34,14.41
7,7,1988,8.34,16.74
8,7,1988,9.29,18.11
9,7,1988,7.54,21.33
10,7,1988,11.04,25.12
11,7,1988,11.61,24.29
12,7,1988,13.03,25.15
13,7,1988,11.44,19.89
14,7,1988,8.27,21.93
15,7,1988,9.26,24.44
16,7,1988,11.44,26.05
17,7,1988,13.58,24.65
18,7,1988,14.13,23.36
19,7,1988,13.87,17.14
20,7,1988,13.17,23.23
21,7,1988,15.58,24.07
22,7,1988,15.56,23.89
23,7,1988,13.45,18.55
24,7,1988,7.79,20.46
25,7,1988,9.67,24.69
26,7,1988,12.39,23.15
27,7,1988,12.18,25.96
28,7,1988,11.61,23.69
29,7,1988,11.82,21.81
30,7,1988,8.73,25.69
31,7,1988,12.42,24.69
1,8,1988,14.11,24.34
2,8,1988,15.24,22
3,8,1988,12.8,22.18
4,8,1988,11.11,25.56
5,8,1988,12.31,27.7
6,8,1988,13.55,23.78
7,8,1988,13.24,22.49
8,8,1988,11.06,23.36
9,8,1988,11.6,24.34
10,8,1988,11.54,21.02
11,8,1988,10.11,23.02
12,8,1988,11.54,24.55
13,8,1988,12.37,24.92
14,8,1988,12.68,24.53
15,8,1988,11.74,22.36
16,8,1988,10.53,23.52
17,8,1988,10.03,25.41
18,8,1988,12.21,24.48
19,8,1988,15.33,21.81
20,8,1988,10.47,20.46
21,8,1988,9.93,21.23
22,8,1988,7.46,23.06
23,8,1988,11.43,22
24,8,1988,11.93,22.45
25,8,1988,11.96,23.77
26,8,1988,11.01,29.64
27,8,1988,12.45,23.08
28,8,1988,13.73,19.54
29,8,1988,8.17,18.68
30,8,1988,6.94,20.27
31,8,1988,6.38,20.79
1,9,1988,12,18.25
2,9,1988,8.96,17.32
3,9,1988,11.24,20.3
4,9,1988,11.81,26.43
5,9,1988,10.96,30.98
6,9,1988,15.39,35.03
7,9,1988,18.46,33.79
8,9,1988,16.66,31.53
9,9,1988,17.29,27.26
10,9,1988,12.28,25.9
11,9,1988,12.29,25.48
12,9,1988,12.8,25.35
13,9,1988,12.47,20.28
14,9,1988,9.41,18.48
15,9,1988,6.31,18.04
16,9,1988,6.23,17.79
17,9,1988,6.76,19.53
18,9,1988,8.63,19.26
19,9,1988,8.99,22.39
20,9,1988,9.91,24.18
21,9,1988,8.11,20.56
22,9,1988,9.22,15.8
23,9,1988,8.45,15.29
24,9,1988,9.11,20.93
25,9,1988,9.36,23.73
26,9,1988,9.79,25.04
27,9,1988,10.82,26.87
28,9,1988,13.29,28.44
29,9,1988,10.25,17.02
30,9,1988,7.08,17.34
1,10,1988,4.05,19.17
2,10,1988,5.93,23.47
3,10,1988,8.98,24.82
4,10,1988,8.28,20.61
5,10,1988,8.41,17.52
6,10,1988,4.71,19.55
7,10,1988,8.21,16.13
8,10,1988,3.53,17.45
9,10,1988,5.25,19.72
10,10,1988,7.87,14.32
11,10,1988,7.48,13.48
12,10,1988,6.34,10.01
13,10,1988,5.89,9.74
14,10,1988,4.69,9.92
15,10,1988,6.35,15.91
16,10,1988,8.17,19.74
17,10,1988,9.44,14.52
18,10,1988,8.58,11.43
19,10,1988,5.74,10.42
20,10,1988,5.85,11.53
21,10,1988,10.05,14.69
22,10,1988,10.63,11.66
23,10,1988,8.28,15.87
24,10,1988,7.71,17.8
25,10,1988,9.83,20.41
26,10,1988,11.69,19.59
27,10,1988,10.95,16.18
28,10,1988,9.57,15.86
29,10,1988,10.93,19.27
30,10,1988,10.91,14.4
31,10,1988,9.21,14.76
1,11,1988,8.65,16.61
2,11,1988,9.18,11.27
3,11,1988,9.34,14.3
4,11,1988,9.91,18.31
5,11,1988,9.49,17.84
6,11,1988,12.76,15.37
7,11,1988,11.82,12.98
8,11,1988,12.49,13.81
9,11,1988,11.26,15.52
10,11,1988,8.1,16.82
11,11,1988,7.7,15.84
12,11,1988,11.28,17.59
13,11,1988,8.1,16.52
14,11,1988,9.27,17.6
15,11,1988,6.53,17.23
16,11,1988,4.35,14.06
17,11,1988,4.54,12.84
18,11,1988,3.81,10.65
19,11,1988,1.91,11.96
20,11,1988,1.33,7.52
21,11,1988,1.98,9.5
22,11,1988,-1.86,7.53
23,11,1988,-2.92,10.07
24,11,1988,-1.7,10.18
25,11,1988,2.98,6.84
26,11,1988,2.93,10.1
27,11,1988,1.16,10.96
28,11,1988,-0.24,9.23
29,11,1988,-0.93,7.23
30,11,1988,2.91,8.11
1,12,1988,6.43,9.53
2,12,1988,5.53,9.34
3,12,1988,3.99,8.56
4,12,1988,5.53,9.96
5,12,1988,7.34,10.41
6,12,1988,3.72,10.08
7,12,1988,0.37,8.8
8,12,1988,-0.83,7
9,12,1988,-2.76,7.76
10,12,1988,-0.84,8.02
11,12,1988,-0.68,9.7
12,12,1988,-0.76,8.81
13,12,1988,-0.37,8.92
14,12,1988,-1.51,7.92
15,12,1988,-2.52,5.5
16,12,1988,-5.09,5.85
17,12,1988,-3.39,7.08
18,12,1988,-1.12,7.62
19,12,1988,-3.24,7.82
20,12,1988,-2.68,6.86
21,12,1988,1.73,13.11
22,12,1988,2.86,10.5
23,12,1988,2.3,7.24
24,12,1988,-0.47,7.32
25,12,1988,3.58,9.65
26,12,1988,6.98,12.01
27,12,1988,2.85,9.79
28,12,1988,1.04,7.42
29,12,1988,-0.53,8.71
30,12,1988,-0.06,9.61
31,12,1988,-1.38,9.78
1,1,1989,-2.88,9.11
2,1,1989,-4.7,7.56
3,1,1989,-4.67,5.08
4,1,1989,-2.02,3.51
5,1,1989,3.01,5.17
6,1,1989,2.47,8.01
7,1,1989,2.95,11.68
8,1,1989,0.21,11.86
9,1,1989,0.13,9.17
10,1,1989,1.03,6.46
11,1,1989,1.09,10.66
12,1,1989,0.79,8.66
13,1,1989,2.02,10.73
14,1,1989,0.87,9.71
15,1,1989,-0.41,10
16,1,1989,1.6,10.22
17,1,1989,0.34,9.44
18,1,1989,-1.81,8.85
19,1,1989,-2.36,8.56
20,1,1989,-1.82,5.72
21,1,1989,0.88,6.77
22,1,1989,-0.46,3.6
23,1,1989,-2.6,6.27
24,1,1989,-3.76,6.08
25,1,1989,-0.05,6.7
26,1,1989,2.97,10.88
27,1,1989,1.32,12.67
28,1,1989,1.94,7.25
29,1,1989,2.1,12.13
30,1,1989,0.31,13.38
31,1,1989,-0.55,12.62
1,2,1989,4.42,10.31
2,2,1989,7.01,10.19
3,2,1989,5.29,12.9
4,2,1989,2.42,10.96
5,2,1989,0.41,9.2
6,2,1989,-1.39,9.67
7,2,1989,-0.36,9.21
8,2,1989,2.8,9.66
9,2,1989,3.61,6.39
10,2,1989,1.1,5.66
11,2,1989,-0.72,12.72
12,2,1989,1.55,12.31
13,2,1989,0,12.87
14,2,1989,1.89,14.74
15,2,1989,-0.34,14.44
16,2,1989,-1.58,14.22
17,2,1989,-0.54,14.1
18,2,1989,1.97,15.02
19,2,1989,4.82,16.94
20,2,1989,7.27,15.63
21,2,1989,5.16,11.44
22,2,1989,3.32,7.75
23,2,1989,1.82,5.99
24,2,1989,1.83,6.69
25,2,1989,3.17,8.91
26,2,1989,0.53,4.22
27,2,1989,1.3,8.02
28,2,1989,6.45,9.49
1,3,1989,7.5,8.85
2,3,1989,8.32,10.18
3,3,1989,7.01,10.1
4,3,1989,3.84,14.02
5,3,1989,4.06,13.55
6,3,1989,8.2,10.72
7,3,1989,5.46,11.53
8,3,1989,0.25,11.6
9,3,1989,-1.17,14.07
10,3,1989,2.16,17.18
11,3,1989,5.84,20.93
12,3,1989,7.1,20.59
13,3,1989,6.06,12.87
14,3,1989,-2.16,13.5
15,3,1989,0.12,11.38
16,3,1989,3.63,9.99
17,3,1989,1.26,8
18,3,1989,-1.64,11.36
19,3,1989,-1.43,12.01
20,3,1989,4.09,9.42
21,3,1989,4.92,12.37
22,3,1989,0.19,16.75
23,3,1989,0.83,14.27
24,3,1989,2.03,14.22
25,3,1989,1.48,19.12
26,3,1989,6.44,14.89
27,3,1989,7.47,12.45
28,3,1989,4.27,8.41
29,3,1989,3.65,15.53
30,3,1989,6.43,15.43
31,3,1989,7.44,12.85
1,4,1989,3.6,10.41
2,4,1989,1.7,7.32
3,4,1989,0.16,6.96
4,4,1989,1.37,8.18
5,4,1989,-1.67,5.55
6,4,1989,2.32,6.86
7,4,1989,0.19,8.14
8,4,1989,1.14,11.36
9,4,1989,3.51,11.02
10,4,1989,4.72,10.26
11,4,1989,6.18,10.31
12,4,1989,2.52,7.55
13,4,1989,3.57,8.49
14,4,1989,2.34,10.81
15,4,1989,5.11,9.98
16,4,1989,2.26,7.18
17,4,1989,-1.27,8.48
18,4,1989,-1.61,13.25
19,4,1989,2.23,13.08
20,4,1989,4.51,13.43
21,4,1989,2.82,14.49
22,4,1989,7.28,14.17
23,4,1989,4.87,12.48
24,4,1989,5.85,11.82
25,4,1989,3.8,9.45
26,4,1989,-0.73,8.82
27,4,1989,-0.78,8.17
28,4,1989,4.51,14.16
29,4,1989,5.28,13.55
30,4,1989,4.09,16.79
1,5,1989,5.86,20.16
2,5,1989,8.47,21.21
3,5,1989,9.71,21.39
4,5,1989,9.55,22.63
5,5,1989,11.64,25.1
6,5,1989,11.41,27.4
7,5,1989,12.53,24.96
8,5,1989,13.47,19.63
9,5,1989,11.04,16.17
10,5,1989,8.86,16.4
11,5,1989,9.04,16.73
12,5,1989,7.46,16.51
13,5,1989,4.25,14.85
14,5,1989,3.85,20.67
15,5,1989,7.3,22.69
16,5,1989,8.22,23.59
17,5,1989,10.36,21.63
18,5,1989,10.54,19.41
19,5,1989,10.5,19.65
20,5,1989,10.98,18.36
21,5,1989,8.52,17.2
22,5,1989,8.68,19.55
23,5,1989,10.35,19.58
24,5,1989,11.16,17.21
25,5,1989,10.73,18.33
26,5,1989,11.26,16.83
27,5,1989,9.94,17.49
28,5,1989,10.04,15.89
29,5,1989,9.25,16.22
30,5,1989,9.1,15.53
31,5,1989,9.78,16.7
1,6,1989,7.28,14.77
2,6,1989,7.14,12.32
3,6,1989,4.62,14.32
4,6,1989,5.47,15.05
5,6,1989,5.94,16.53
6,6,1989,5.96,17.16
7,6,1989,5.6,16.08
8,6,1989,6.56,16.04
9,6,1989,6.62,16.51
10,6,1989,10.88,17.41
11,6,1989,10.71,22.14
12,6,1989,11.26,22.57
13,6,1989,12.82,22.49
14,6,1989,14.26,22.94
15,6,1989,15.17,24.8
16,6,1989,13.08,26.91
17,6,1989,16,27.34
18,6,1989,14.75,23.49
19,6,1989,13.33,22.83
20,6,1989,13.36,23.1
21,6,1989,14.25,24.92
22,6,1989,14.45,28.3
23,6,1989,14.2,26.5
24,6,1989,12.66,23
25,6,1989,12.18,21.67
26,6,1989,9.98,20.54
27,6,1989,9,20.21
28,6,1989,8.78,23.66
29,6,1989,10.58,27.2
30,6,1989,13.11,28.5
1,7,1989,13.71,23.52
2,7,1989,12.92,25.12
3,7,1989,14.05,22.79
4,7,1989,14.62,23.24
5,7,1989,14.32,23.82
6,7,1989,14.94,22.17
7,7,1989,12.61,21.74
8,7,1989,11.93,22.52
9,7,1989,10.9,25.92
10,7,1989,14.51,27.59
11,7,1989,13.64,29.68
12,7,1989,15.33,30.04
13,7,1989,14.78,30.58
14,7,1989,14.14,29.93
15,7,1989,14.53,24.92
16,7,1989,13.69,24.82
17,7,1989,14.32,27.3
18,7,1989,13.72,32.27
19,7,1989,17.38,29.56
20,7,1989,17.11,26.62
21,7,1989,16.27,26.66
22,7,1989,15.08,23.17
23,7,1989,14.48,23.1
24,7,1989,12.47,25.91
25,7,1989,13.43,28.78
26,7,1989,16.45,30.51
27,7,1989,17.55,30.83
28,7,1989,16.72,32.18
29,7,1989,18.13,30.55
30,7,1989,17.86,31.12
31,7,1989,15.94,30.43
1,8,1989,15.36,32.35
2,8,1989,16.58,26.89
3,8,1989,15.23,21.52
4,8,1989,13.39,23.26
5,8,1989,13.04,20.5
6,8,1989,13.85,20.24
7,8,1989,11.39,21.61
8,8,1989,11.85,24.55
9,8,1989,12.01,23.21
10,8,1989,12.68,24.77
11,8,1989,11.73,25.25
12,8,1989,13.58,25.2
13,8,1989,12.73,22
14,8,1989,13.9,23.61
15,8,1989,14.67,23.91
16,8,1989,13.93,21.47
17,8,1989,9.4,22.54
18,8,1989,11.34,25.29
19,8,1989,11.43,23.95
20,8,1989,11.78,25.73
21,8,1989,12.91,27.55
22,8,1989,14.6,28.17
23,8,1989,14.57,26.54
24,8,1989,15.96,24.58
25,8,1989,15.75,23.91
26,8,1989,14.69,24.71
27,8,1989,12.04,23.87
28,8,1989,12.7,23.69
29,8,1989,12.3,23.42
30,8,1989,15.8,19.97
31,8,1989,12.55,23.84
1,9,1989,11.78,22.46
2,9,1989,11,24.14
3,9,1989,9.84,23.83
4,9,1989,8.11,23.68
5,9,1989,10.9,21.97
6,9,1989,8.05,21.89
7,9,1989,13.6,23.74
8,9,1989,11.51,21.48
9,9,1989,11.08,16.62
10,9,1989,9.29,14.84
11,9,1989,9.71,17.76
12,9,1989,10.36,19.7
13,9,1989,7.23,22.1
14,9,1989,8.53,23.73
15,9,1989,8.86,22.49
16,9,1989,9.4,20.11
17,9,1989,10.58,19.3
18,9,1989,11.06,20.91
19,9,1989,8.49,19.65
20,9,1989,6.48,22.64
21,9,1989,8.86,20.57
22,9,1989,6.7,17.68
23,9,1989,5.76,21.26
24,9,1989,6.79,23.43
25,9,1989,8.22,21.76
26,9,1989,10.38,24.14
27,9,1989,11,25.77
28,9,1989,9.36,24.17
29,9,1989,9.27,20.54
30,9,1989,9.22,20.77
1,10,1989,9.24,24.18
2,10,1989,9.02,23.6
3,10,1989,9.31,24.47
4,10,1989,10.57,22.76
5,10,1989,12.66,24.44
6,10,1989,14.74,23.93
7,10,1989,10.22,24.32
8,10,1989,6.87,18.99
9,10,1989,8.41,19.55
10,10,1989,4.25,17.74
11,10,1989,6.32,17.27
12,10,1989,4.86,18.16
13,10,1989,8.21,18.78
14,10,1989,8.43,21.57
15,10,1989,7.04,21.22
16,10,1989,6.13,19.67
17,10,1989,10.79,17.69
18,10,1989,11.14,14.86
19,10,1989,8.34,14.01
20,10,1989,10.58,14.15
21,10,1989,10.8,16.52
22,10,1989,12.54,14.61
23,10,1989,11.7,13.03
24,10,1989,10.39,20.62
25,10,1989,11.07,18.95
26,10,1989,12.42,20.09
27,10,1989,11.63,12.93
28,10,1989,7.59,10.31
29,10,1989,7.63,14.73
30,10,1989,5.55,17.21
31,10,1989,5.24,17.55
1,11,1989,6.2,14.71
2,11,1989,5.37,12.18
3,11,1989,2.26,9.07
4,11,1989,1.32,9.12
5,11,1989,3.73,8.76
6,11,1989,5.32,8.99
7,11,1989,8.23,12.52
8,11,1989,6.43,11.58
9,11,1989,1.28,10.21
10,11,1989,0.32,10.33
11,11,1989,3.62,11.13
12,11,1989,7.43,11.08
13,11,1989,6.84,15.39
14,11,1989,9.31,13.74
15,11,1989,6.55,14.49
16,11,1989,6.96,10.38
17,11,1989,6.95,8.97
18,11,1989,6.13,7.08
19,11,1989,6.92,9.59
20,11,1989,6.43,8.33
21,11,1989,6.85,7.7
22,11,1989,6.53,8.66
23,11,1989,5.89,8.25
24,11,1989,5.84,8.17
25,11,1989,6.95,8.79
26,11,1989,9.21,11.57
27,11,1989,9.18,11.97
28,11,1989,6.41,12.24
29,11,1989,4.86,11.49
30,11,1989,6.45,10.9
1,12,1989,5.32,10.62
2,12,1989,3.53,11.51
3,12,1989,5.22,10.18
4,12,1989,7.16,10.2
5,12,1989,9.57,11.18
6,12,1989,7.39,10.5
7,12,1989,8.77,12.98
8,12,1989,10.29,13.88
9,12,1989,10.77,11.69
10,12,1989,8.33,11.03
11,12,1989,7.56,10.06
12,12,1989,6.82,11.35
13,12,1989,7.23,10.93
14,12,1989,8.36,10.48
15,12,1989,11.24,12.7
16,12,1989,7.3,11.8
17,12,1989,5.55,8.73
18,12,1989,5.76,8.6
19,12,1989,2.35,10.58
20,12,1989,6.55,12.36
21,12,1989,7.46,11.09
22,12,1989,4.06,7.76
23,12,1989,2.58,7.55
24,12,1989,4.86,9.66
25,12,1989,5.94,7.78
26,12,1989,3.87,8.42
27,12,1989,0.52,8.71
28,12,1989,1.12,10.82
29,12,1989,5.74,7.16
30,12,1989,2.92,10.43
31,12,1989,2.39,8.19
1,1,1990,2.96,8.42
2,1,1990,-0.02,5.1
3,1,1990,0.86,6.81
4,1,1990,1.2,4.75
5,1,1990,1.89,7.92
6,1,1990,1.72,6.29
7,1,1990,-2.68,5.53
8,1,1990,-0.71,7.34
9,1,1990,-1.23,8.16
10,1,1990,-1.76,6.74
11,1,1990,-1.33,8.47
12,1,1990,-0.27,9.89
13,1,1990,-1.78,7.79
14,1,1990,-1.39,4.83
15,1,1990,-0.77,4.54
16,1,1990,-0.7,7.84
17,1,1990,-0.5,5.16
18,1,1990,0.98,8.7
19,1,1990,-1.19,7.11
20,1,1990,-2.14,5.55
21,1,1990,-1.45,9.09
22,1,1990,0,7.99
23,1,1990,4.28,10.64
24,1,1990,7.22,9.97
25,1,1990,7.1,8.86
26,1,1990,2.79,5.35
27,1,1990,2.98,6.87
28,1,1990,-1.99,5.47
29,1,1990,-0.51,5.74
30,1,1990,3.97,7.79
31,1,1990,3.09,6.97
1,2,1990,0.81,6.55
2,2,1990,4.58,9.11
3,2,1990,3.49,9.08
4,2,1990,-0.79,10.57
5,2,1990,3.21,12.12
6,2,1990,5.63,10.72
7,2,1990,8.76,12.17
8,2,1990,8.87,10.2
9,2,1990,9.59,12.05
10,2,1990,6.87,8.73
11,2,1990,0.89,6.04
12,2,1990,3.93,6.97
13,2,1990,5.43,9.52
14,2,1990,5.2,9.64
15,2,1990,3.71,9.67
16,2,1990,4.43,12.11
17,2,1990,2.88,12.58
18,2,1990,4.12,9.31
19,2,1990,5.94,12.57
20,2,1990,8.31,11.32
21,2,1990,6.7,13.76
22,2,1990,5.4,17.27
23,2,1990,6.41,17.97
24,2,1990,7.1,16.05
25,2,1990,4.07,11.28
26,2,1990,5.47,10.72
27,2,1990,6.58,11.16
28,2,1990,4.71,11.25
1,3,1990,4.35,9.32
2,3,1990,-0.63,7.62
3,3,1990,-2.75,8.42
4,3,1990,-1.34,8.96
5,3,1990,4.27,12.35
6,3,1990,2.19,14.98
7,3,1990,4.88,13
8,3,1990,6.89,10.9
9,3,1990,2.38,15.16
10,3,1990,2.14,18.74
11,3,1990,9.61,19.62
12,3,1990,7.27,16.58
13,3,1990,8.31,11.63
14,3,1990,2.1,12.81
15,3,1990,2.81,17.25
16,3,1990,5.65,20.09
17,3,1990,7.48,18.11
18,3,1990,5.52,16.14
19,3,1990,6.27,19.42
20,3,1990,7.23,21.25
21,3,1990,7.05,19.53
22,3,1990,7.96,15.73
23,3,1990,8.1,12.05
24,3,1990,5.77,13.35
25,3,1990,2.83,13.13
26,3,1990,-0.44,13.29
27,3,1990,-0.17,11.44
28,3,1990,-1.34,12.12
29,3,1990,-1.04,13.32
30,3,1990,0.09,12.73
31,3,1990,5.32,11.42
1,4,1990,7.29,15.57
2,4,1990,6.14,8.89
3,4,1990,2.6,11.58
4,4,1990,2.77,7.07
5,4,1990,4.01,6.83
6,4,1990,2.99,7.27
7,4,1990,0.29,11.15
8,4,1990,1.96,11.87
9,4,1990,2.37,10.1
10,4,1990,-0.16,6.86
11,4,1990,4.81,12.48
12,4,1990,2.13,14.89
13,4,1990,3.98,9.74
14,4,1990,2.24,10.46
15,4,1990,4.7,10.75
16,4,1990,0.96,12.12
17,4,1990,3.55,11.82
18,4,1990,-0.29,10.27
19,4,1990,1.67,10.26
20,4,1990,1.98,8.04
21,4,1990,-0.62,8.28
22,4,1990,1.28,11.66
23,4,1990,3.31,10.23
24,4,1990,2.79,13.13
25,4,1990,3.47,15.67
26,4,1990,3.42,15.85
27,4,1990,3.46,19.31
28,4,1990,6.97,20.66
29,4,1990,8.67,20.29
30,4,1990,8.25,18.79
1,5,1990,9.06,17.33
2,5,1990,8.42,21.27
3,5,1990,7.62,21.3
4,5,1990,7.11,22.06
5,5,1990,9.12,21.43
6,5,1990,9.59,21.75
7,5,1990,8.96,22.66
8,5,1990,8.62,22.21
9,5,1990,9.55,21.54
10,5,1990,8.17,21.62
11,5,1990,8.26,20.58
12,5,1990,9.75,14.11
13,5,1990,9.75,15.18
14,5,1990,7.34,14.5
15,5,1990,8.56,17.13
16,5,1990,7.91,20.75
17,5,1990,9.85,16.57
18,5,1990,9,17.36
19,5,1990,8.52,17.87
20,5,1990,9.16,17.6
21,5,1990,7.14,16.39
22,5,1990,5.34,13.79
23,5,1990,6.06,16.94
24,5,1990,5.75,18.93
25,5,1990,10.16,18.12
26,5,1990,8.79,17.74
27,5,1990,10.75,19.64
28,5,1990,7.33,20.89
29,5,1990,9.26,23.6
30,5,1990,9.29,24.01
31,5,1990,11.68,22.98
1,6,1990,10.06,22.59
2,6,1990,10.82,25.53
3,6,1990,11.05,21.34
4,6,1990,9.01,16.99
5,6,1990,6.65,16
6,6,1990,5.21,19.28
7,6,1990,7.75,17.77
8,6,1990,9.38,21.47
9,6,1990,9.57,23.19
10,6,1990,9.54,20.82
11,6,1990,9.12,21.55
12,6,1990,8.31,21.93
13,6,1990,8.77,19.8
