"Day","Month","Year","MinTemp","MaxTemp"
3,9,2001,11.17,25.72
4,9,2001,10.01,27
5,9,2001,10.02,27.72
6,9,2001,10.73,25.6
7,9,2001,8.88,26.51
8,9,2001,9.47,29.16
9,9,2001,9.92,28.34
10,9,2001,8.83,24.66
11,9,2001,10.47,22.25
12,9,2001,9.64,24.58
13,9,2001,10.78,23.76
14,9,2001,9.89,19.67
15,9,2001,6.82,26.09
16,9,2001,7.58,27.65
17,9,2001,7.5,24.75
18,9,2001,7.24,21.68
19,9,2001,5.49,21.96
20,9,2001,6.82,18.95
21,9,2001,12.19,18.34
22,9,2001,10.75,17.37
23,9,2001,11.29,20.51
24,9,2001,9.44,16.34
25,9,2001,8.41,16.17
26,9,2001,5.49,18.81
27,9,2001,5.55,19.52
28,9,2001,10.06,15.53
29,9,2001,11.86,18.98
30,9,2001,11.2,19.37
1,10,2001,13.78,20.43
2,10,2001,11.28,20.48
3,10,2001,6.83,17.63
4,10,2001,4.5,15.42
5,10,2001,9.37,19.81
6,10,2001,10.64,16.15
7,10,2001,9.31,16.05
8,10,2001,7.05,12.94
9,10,2001,5.55,11.86
10,10,2001,5.1,17.08
11,10,2001,10.26,21.97
12,10,2001,13.04,19.66
13,10,2001,12.14,18.9
14,10,2001,9.64,15.56
15,10,2001,9.23,15.77
16,10,2001,7.9,17.92
17,10,2001,9.22,13.4
18,10,2001,7.28,14.61
19,10,2001,7.3,13.73
20,10,2001,5.77,12.25
21,10,2001,8.91,10.74
22,10,2001,10.26,13.91
23,10,2001,7.94,14.29
24,10,2001,5.09,15.39
25,10,2001,4.46,15.56
26,10,2001,4.68,15.66
27,10,2001,6,15.58
28,10,2001,10.03,18.42
29,10,2001,11.05,19.66
30,10,2001,10,23.41
31,10,2001,8.57,21.05
1,11,2001,6.88,17.35
2,11,2001,2.75,17.97
3,11,2001,4.34,17.29
4,11,2001,5.78,18.49
5,11,2001,5.17,15.74
6,11,2001,4.48,15.82
7,11,2001,0.99,15.28
8,11,2001,0.35,10.02
9,11,2001,0.84,6.15
10,11,2001,-2.88,6.12
11,11,2001,-2.16,6.91
12,11,2001,-0.44,11.07
13,11,2001,2.23,11.52
14,11,2001,1.61,9.17
15,11,2001,-0.73,8.67
16,11,2001,1.44,11.33
17,11,2001,2.57,7.88
18,11,2001,3.35,9.31
19,11,2001,-1.68,10.47
20,11,2001,-0.6,9.5
21,11,2001,-1.37,10.48
22,11,2001,-0.81,11.32
23,11,2001,-3.24,11.01
24,11,2001,-1.82,11.6
25,11,2001,-0.64,10.89
26,11,2001,1.56,5.95
27,11,2001,2.26,7.78
28,11,2001,-0.21,8.81
29,11,2001,0.46,7.47
30,11,2001,4.61,8.4
1,12,2001,5.76,7.77
2,12,2001,5.27,10.34
3,12,2001,-0.16,10.58
4,12,2001,0.23,10.09
5,12,2001,0.17,9.08
6,12,2001,-0.48,8.97
7,12,2001,0.35,9.33
8,12,2001,-0.44,8.48
9,12,2001,-1.54,8.42
10,12,2001,-0.73,9.4
11,12,2001,1.12,11.37
12,12,2001,-1.78,11.54
13,12,2001,-4.25,8.5
14,12,2001,-4.67,9.45
15,12,2001,-3.63,7.37
16,12,2001,-6.51,4.88
17,12,2001,-4.87,6.3
18,12,2001,-6.54,5.7
19,12,2001,-5.48,7.77
20,12,2001,-4.18,7.26
21,12,2001,-2.79,6.99
22,12,2001,-7.37,5
23,12,2001,-3.4,6.11
24,12,2001,-4.75,5.22
25,12,2001,-8.22,4.35
26,12,2001,-3.04,3.43
27,12,2001,-2.25,5.01
28,12,2001,-4.15,1.89
29,12,2001,-4.84,0.76
30,12,2001,3.49,6.67
31,12,2001,5.47,10.08
1,1,2002,6.16,10
2,1,2002,7.54,9.29
3,1,2002,5.31,9.73
4,1,2002,-0.93,8.54
5,1,2002,1.24,10.51
6,1,2002,3.86,9.6
7,1,2002,-0.04,8.67
8,1,2002,-2.86,5.57
9,1,2002,-2.22,8.02
10,1,2002,-2.17,9.26
11,1,2002,-1.89,10.28
12,1,2002,2.54,8.33
13,1,2002,6.82,12.16
14,1,2002,3.95,9.33
15,1,2002,1.56,9.27
16,1,2002,-1.39,10.18
17,1,2002,-2.74,5.14
18,1,2002,1.11,5.01
19,1,2002,2.29,7.84
20,1,2002,0.9,9.14
21,1,2002,3.09,9.07
22,1,2002,0.01,7.03
23,1,2002,6.26,9.6
24,1,2002,3.49,7.64
25,1,2002,3.66,8.73
26,1,2002,4.14,11.76
27,1,2002,6.32,11.4
28,1,2002,6.45,14.65
29,1,2002,5.62,17.8
30,1,2002,5.16,14.41
31,1,2002,2.03,10.78
1,2,2002,4.6,11.57
2,2,2002,6.42,12.24
3,2,2002,6.91,9.86
4,2,2002,2.99,9.58
5,2,2002,5.48,9.47
6,2,2002,2.59,7.23
7,2,2002,4.6,10.89
8,2,2002,3.29,13.59
9,2,2002,4.1,11.58
10,2,2002,3.35,12.26
11,2,2002,3.51,12.33
12,2,2002,4.55,16.38
13,2,2002,2.05,14.66
14,2,2002,1.09,10.59
15,2,2002,-1.26,10.17
16,2,2002,-3,10.96
17,2,2002,-3.08,10.23
18,2,2002,-1.67,9.3
19,2,2002,-0.86,11.02
20,2,2002,-3.05,8.75
21,2,2002,1.64,11.02
22,2,2002,-0.34,11.47
23,2,2002,1.6,13.8
24,2,2002,1.83,13.67
25,2,2002,2.86,11.11
26,2,2002,6.36,10
27,2,2002,6.62,9.62
28,2,2002,2.93,6.44
1,3,2002,-0.06,7.11
2,3,2002,-2.8,9.36
3,3,2002,-0.98,10.15
4,3,2002,4.45,10.61
5,3,2002,1.55,9.78
6,3,2002,2.75,11.06
7,3,2002,2.95,16.39
8,3,2002,3.31,17.44
9,3,2002,3.74,13.99
10,3,2002,1.53,12.39
11,3,2002,7.56,9.93
12,3,2002,5.67,9.74
13,3,2002,3.31,9.87
14,3,2002,2.07,8.82
15,3,2002,3.26,9.41
16,3,2002,2.36,8.66
17,3,2002,2.91,10.07
18,3,2002,8.06,12.22
19,3,2002,8.22,12.24
20,3,2002,7.07,16.78
21,3,2002,5.27,17.56
22,3,2002,4.55,24.22
23,3,2002,4.86,23.68
24,3,2002,4.76,21.29
25,3,2002,3.42,19.02
26,3,2002,3.95,20.33
27,3,2002,2.83,20.87
28,3,2002,2.81,17.46
29,3,2002,2.69,14.34
30,3,2002,4.28,15.82
31,3,2002,4.31,16.99
1,4,2002,5.45,17.62
2,4,2002,3.41,12.86
3,4,2002,0.54,8.8
4,4,2002,-2.43,9.15
5,4,2002,1.63,9.62
6,4,2002,1.76,10.79
7,4,2002,0.47,12.8
8,4,2002,5.89,15.26
9,4,2002,3.55,16.85
10,4,2002,1.96,14.02
11,4,2002,0.87,8.42
12,4,2002,3.01,11.6
13,4,2002,0.73,11.15
14,4,2002,0.22,11.37
15,4,2002,-0.08,12.06
16,4,2002,0.29,12.42
17,4,2002,2.38,11.17
18,4,2002,6.21,14.44
19,4,2002,2.19,16.3
20,4,2002,2.37,21.67
21,4,2002,4.89,23.58
22,4,2002,8.48,25.38
23,4,2002,9.16,25.4
24,4,2002,7.7,24.22
25,4,2002,5.99,23.34
26,4,2002,6.93,20.19
27,4,2002,6.29,22.17
28,4,2002,6.04,17.89
29,4,2002,4.87,17.42
30,4,2002,3.58,18.36
1,5,2002,4.23,13.23
2,5,2002,3.08,10.3
3,5,2002,0.24,12.31
4,5,2002,0.35,12.36
5,5,2002,6.99,16.08
6,5,2002,2.66,14.02
7,5,2002,3.73,14.37
8,5,2002,5.84,11.88
9,5,2002,6.6,12.98
10,5,2002,3.85,11.71
11,5,2002,1.37,12.73
12,5,2002,3.57,12.39
13,5,2002,7.42,14.67
14,5,2002,4.51,17.37
15,5,2002,9.57,23.75
16,5,2002,10.08,21.6
17,5,2002,9.6,16.82
18,5,2002,4.11,14.96
19,5,2002,5.69,20.17
20,5,2002,6.78,17.54
21,5,2002,8.87,14.22
22,5,2002,7.28,13
23,5,2002,4.17,13.82
24,5,2002,6.67,14.18
25,5,2002,4.18,14.36
26,5,2002,7.32,13.21
27,5,2002,3.51,14.19
28,5,2002,6.27,14.46
29,5,2002,6.23,20.34
30,5,2002,7.09,26.13
31,5,2002,10.19,24.67
1,6,2002,8.94,22.38
2,6,2002,9.44,22.91
3,6,2002,10.84,19.24
4,6,2002,6.76,15
5,6,2002,2.74,12.36
6,6,2002,4.14,13.14
7,6,2002,4.4,12.4
8,6,2002,4.12,10.66
9,6,2002,0.82,12.27
10,6,2002,3.62,16.38
11,6,2002,4.81,23.65
12,6,2002,7.98,27.38
13,6,2002,11.86,29.41
14,6,2002,12.63,23.29
15,6,2002,12.23,25.89
16,6,2002,10.95,29.04
17,6,2002,12.03,28.23
18,6,2002,13.27,25.68
19,6,2002,11.71,23.42
20,6,2002,9.63,23.81
21,6,2002,9.01,25.66
22,6,2002,12.02,24.59
23,6,2002,11.89,23.41
24,6,2002,10.67,23.66
25,6,2002,10.54,28.22
26,6,2002,13.65,26.37
27,6,2002,11.92,19.75
28,6,2002,9.2,22.93
29,6,2002,9.78,24.29
30,6,2002,8.75,20.74
1,7,2002,5.93,22.4
2,7,2002,7.79,21.52
3,7,2002,8.95,18.19
4,7,2002,7.42,22.58
5,7,2002,8.1,22.29
6,7,2002,10.68,22.83
7,7,2002,7.45,27.68
8,7,2002,10.59,24.54
9,7,2002,11,17.89
10,7,2002,9.45,18.26
11,7,2002,4.52,20.96
12,7,2002,10.43,20.12
13,7,2002,7.2,22.11
14,7,2002,10.06,26.11
15,7,2002,6.92,25.95
16,7,2002,8.87,28.03
17,7,2002,9.84,29.18
18,7,2002,10.47,28.7
19,7,2002,10.11,25.41
20,7,2002,11.45,24.9
21,7,2002,11.43,26.68
22,7,2002,11.36,20.17
23,7,2002,9.62,24.62
24,7,2002,8.06,27.8
25,7,2002,12.55,28.22
26,7,2002,13.03,27.66
27,7,2002,12.05,27.2
28,7,2002,12.61,30.43
29,7,2002,12.92,27.64
30,7,2002,11.9,25.37
31,7,2002,9.85,22.14
1,8,2002,8.09,22.28
2,8,2002,7.59,23.02
3,8,2002,10.06,24.22
4,8,2002,9.96,24.24
5,8,2002,12.13,22.6
6,8,2002,8.72,24.12
7,8,2002,11.14,26.98
8,8,2002,10.98,23.67
9,8,2002,9.89,19.68
10,8,2002,10.93,19.61
11,8,2002,5.99,22.93
12,8,2002,10.65,27.78
13,8,2002,12.18,31.31
14,8,2002,13.09,27.75
15,8,2002,12.34,26.76
16,8,2002,13.02,24.09
17,8,2002,11.7,25.39
18,8,2002,12.83,24.59
19,8,2002,11.54,22.75
20,8,2002,9.59,23.5
21,8,2002,10.51,25.1
22,8,2002,8.16,23.68
23,8,2002,11.23,25.02
24,8,2002,10.63,26.06
25,8,2002,12.82,24.07
26,8,2002,9.91,20.81
27,8,2002,6.89,20.77
28,8,2002,9.17,23.96
29,8,2002,9.05,25.49
30,8,2002,10.48,24.83
31,8,2002,11.23,24.11
1,9,2002,9.31,28.63
2,9,2002,12.13,25.67
3,9,2002,11.29,21.92
4,9,2002,11.07,17.63
5,9,2002,9.28,18.32
6,9,2002,6.81,20.39
7,9,2002,9.62,17.92
8,9,2002,9.03,15.33
9,9,2002,5.44,16.48
10,9,2002,4.73,21.14
11,9,2002,7.04,25.98
12,9,2002,8.47,22.63
13,9,2002,11.11,23.98
14,9,2002,12.68,22.03
15,9,2002,12.07,23.17
16,9,2002,11.45,21.7
17,9,2002,10.8,19.47
18,9,2002,13.07,16.89
19,9,2002,11.52,20.65
20,9,2002,12.56,21.24
21,9,2002,11.98,18.48
22,9,2002,10.52,17.58
23,9,2002,9.26,18.01
24,9,2002,7.43,18.64
25,9,2002,6.05,19.27
26,9,2002,5.8,20.61
27,9,2002,5.26,22.47
28,9,2002,8.88,22.81
29,9,2002,11.88,21.94
30,9,2002,12.14,19.85
1,10,2002,10.5,17.79
2,10,2002,10.36,19.35
3,10,2002,8.7,21.23
4,10,2002,9.34,22.45
5,10,2002,10.32,20.53
6,10,2002,9.09,20.39
7,10,2002,8.67,17.97
8,10,2002,10.11,15.77
9,10,2002,4.56,11.91
10,10,2002,2.79,12.62
11,10,2002,2.17,11.11
12,10,2002,7.06,15.59
13,10,2002,7.17,14.44
14,10,2002,8.61,14.34
15,10,2002,7.8,12.06
16,10,2002,7.35,13.44
17,10,2002,1.59,11.57
18,10,2002,-0.21,11.59
19,10,2002,4.65,18.15
20,10,2002,12.25,18.95
21,10,2002,8.68,14.9
22,10,2002,8.96,12.13
23,10,2002,5.92,11.25
24,10,2002,6.83,13.12
25,10,2002,10.63,14.5
26,10,2002,9.18,16.25
27,10,2002,9.51,15.77
28,10,2002,8.99,19.95
29,10,2002,8.34,19.67
30,10,2002,8.15,16.4
31,10,2002,6.89,13.67
1,11,2002,10.67,17.36
2,11,2002,11.67,15.74
3,11,2002,8.62,15.16
4,11,2002,4.31,10.85
5,11,2002,5.73,10.72
6,11,2002,7.14,16.69
7,11,2002,1.14,11.43
8,11,2002,-2.36,10.7
9,11,2002,4.8,11.44
10,11,2002,10.1,14.46
11,11,2002,7.02,13.73
12,11,2002,5.95,12.07
13,11,2002,7.09,11.7
14,11,2002,4.72,7.84
15,11,2002,3,7.86
16,11,2002,3.28,8.18
17,11,2002,5.04,9.55
18,11,2002,5.17,8.37
19,11,2002,3.22,7.48
20,11,2002,-2.55,8.42
21,11,2002,4.11,9.59
22,11,2002,4.28,9
23,11,2002,3.81,8.47
24,11,2002,1.49,5.88
25,11,2002,0.69,7.57
26,11,2002,1.03,10.11
27,11,2002,6.64,13.71
28,11,2002,6.64,11.47
29,11,2002,6.5,9.37
30,11,2002,6.05,8.98
1,12,2002,6.35,10.72
2,12,2002,2.85,8.27
3,12,2002,5.28,7.14
4,12,2002,4.94,10.25
5,12,2002,0.41,8.94
6,12,2002,-1.15,9.63
7,12,2002,-1.54,8.62
8,12,2002,-2.68,3.91
9,12,2002,-2.1,4.77
10,12,2002,1.96,6.19
11,12,2002,2.41,8.46
12,12,2002,1.97,8.65
13,12,2002,2.4,8.54
14,12,2002,5.41,10.59
15,12,2002,1.8,9.43
16,12,2002,1.66,10.94
17,12,2002,9.04,14.47
18,12,2002,8.61,15.48
19,12,2002,10.28,13.9
20,12,2002,8.32,12.19
21,12,2002,8.51,11.54
22,12,2002,9.52,12.9
23,12,2002,7.44,13.01
24,12,2002,7.8,12.69
25,12,2002,9.5,12.36
26,12,2002,10.07,12.12
27,12,2002,6.06,10.13
28,12,2002,3.83,9.16
29,12,2002,4.63,9.42
30,12,2002,6.37,10.07
31,12,2002,3.85,6.93
1,1,2003,7.14,12.11
2,1,2003,9.89,10.26
3,1,2003,5.52,8.37
4,1,2003,3.62,9.33
5,1,2003,1.78,8.12
6,1,2003,2.79,8.48
7,1,2003,3.19,9.08
8,1,2003,3.7,7.91
9,1,2003,-0.34,6.87
10,1,2003,-2.69,5.21
11,1,2003,-5.29,4.45
12,1,2003,-1.19,5.6
13,1,2003,-5.42,5.87
14,1,2003,-5.01,7.86
15,1,2003,-3.39,9.08
16,1,2003,-3.34,8.29
17,1,2003,-2.04,5.67
18,1,2003,4.15,8.63
19,1,2003,4.27,8.26
20,1,2003,5.83,8.68
21,1,2003,5.48,8.61
22,1,2003,3.3,6.31
23,1,2003,-0.91,8.07
24,1,2003,-1.83,9.27
25,1,2003,-1.39,9.43
26,1,2003,0.5,13.7
27,1,2003,4.07,17.44
28,1,2003,2.69,13.88
29,1,2003,1.51,8.55
30,1,2003,-1.02,7.19
31,1,2003,-2.66,3.73
1,2,2003,-4.91,4.48
2,2,2003,1.79,6.46
3,2,2003,3.01,6.56
4,2,2003,4.68,7.4
5,2,2003,1.45,8.05
6,2,2003,3.79,10.75
7,2,2003,3.62,12.43
8,2,2003,1.48,10.44
9,2,2003,1.64,10.36
10,2,2003,3.78,10.13
11,2,2003,4.73,10.97
12,2,2003,0.93,10.92
13,2,2003,-2.56,11.42
14,2,2003,0.29,10.58
15,2,2003,-1.8,9.46
16,2,2003,-5.71,8.15
17,2,2003,-6.12,6.96
18,2,2003,0.1,3.48
19,2,2003,-0.79,4.01
20,2,2003,0.44,7.21
21,2,2003,2.56,8.52
22,2,2003,5.86,10.25
23,2,2003,3.44,12.75
24,2,2003,7.96,9.77
25,2,2003,3.45,8.13
26,2,2003,1.41,4.65
27,2,2003,3.43,7.66
28,2,2003,6.79,8.69
1,3,2003,6.33,11.16
2,3,2003,4.51,10.34
3,3,2003,5.68,11.65
4,3,2003,2.7,12.62
5,3,2003,2.75,10.24
6,3,2003,0.01,10.15
7,3,2003,2.1,11.57
8,3,2003,0.76,14.33
9,3,2003,1.77,16.45
10,3,2003,5.04,17.84
11,3,2003,5.8,19.16
12,3,2003,4.73,19.16
13,3,2003,8.19,18.56
14,3,2003,6.8,15.79
15,3,2003,4.28,15.16
16,3,2003,3.3,16
17,3,2003,5.99,14.38
18,3,2003,3.2,15.56
19,3,2003,0.77,14.34
20,3,2003,1.02,16.42
21,3,2003,0.88,17.74
22,3,2003,3.17,15.69
23,3,2003,5.4,12.76
24,3,2003,8.52,14.95
25,3,2003,8.11,11.39
26,3,2003,6.67,11.32
27,3,2003,8.95,12.94
28,3,2003,7.02,9.19
29,3,2003,7.1,14.86
30,3,2003,7.88,11.73
31,3,2003,7.04,15.58
1,4,2003,6.07,19.38
2,4,2003,3.89,12.01
3,4,2003,2,13.87
4,4,2003,0.76,16.23
5,4,2003,0.12,15.94
6,4,2003,1.09,18.55
7,4,2003,3.05,20.97
8,4,2003,2.51,18.13
9,4,2003,2.53,14.21
10,4,2003,1.29,9.85
11,4,2003,3.26,10.26
12,4,2003,4.59,12.78
13,4,2003,9.34,11.92
14,4,2003,6.95,12.71
15,4,2003,4.63,15.35
16,4,2003,5.03,15.42
17,4,2003,8.56,15.89
18,4,2003,8.54,11.96
19,4,2003,6.06,10.15
20,4,2003,5.76,8.82
21,4,2003,4.85,13.98
22,4,2003,6.57,16.67
23,4,2003,6.79,12.64
24,4,2003,8.31,14.33
25,4,2003,8.62,11.2
26,4,2003,7.26,14.42
27,4,2003,3.32,16.85
28,4,2003,9.46,14.86
29,4,2003,6.67,14.67
30,4,2003,4.61,14.01
1,5,2003,5.32,15.95
2,5,2003,7.62,15.97
3,5,2003,3.2,19.68
4,5,2003,7.23,17.98
5,5,2003,7.14,15.05
6,5,2003,2.04,12.57
7,5,2003,5.08,15.21
8,5,2003,5.32,20.2
9,5,2003,5.27,18.01
10,5,2003,4.62,19.59
11,5,2003,6.62,19.09
12,5,2003,4.38,18.57
13,5,2003,6.47,20.09
14,5,2003,4.95,22.77
15,5,2003,5.74,21.37
16,5,2003,8.51,18.37
17,5,2003,6.65,15.05
18,5,2003,11.41,17.64
19,5,2003,8.38,17.66
20,5,2003,3.88,18.21
21,5,2003,5.88,25.82
22,5,2003,9.6,27.77
23,5,2003,8.59,25.18
24,5,2003,7.96,16.29
25,5,2003,3.18,16.7
26,5,2003,3.34,19.55
27,5,2003,6.51,22.93
28,5,2003,9.78,25.78
29,5,2003,10.18,28.99
30,5,2003,13.11,27.04
31,5,2003,12.04,23.32
1,6,2003,8.44,18.36
2,6,2003,8.01,17.8
3,6,2003,10.29,19.82
4,6,2003,10.93,17.44
5,6,2003,7,19.15
6,6,2003,6.94,23.73
7,6,2003,10.38,24.15
8,6,2003,9.25,22.85
9,6,2003,7.26,22.2
10,6,2003,10.24,21.69
11,6,2003,8.65,25.09
12,6,2003,12.46,30.83
13,6,2003,15.66,32.31
14,6,2003,14.02,26.17
15,6,2003,11.43,24.74
16,6,2003,11.82,22.16
17,6,2003,10.88,22.21
18,6,2003,10.94,29.58
19,6,2003,13.63,34.75
20,6,2003,15.46,32.1
21,6,2003,15.9,31.52
22,6,2003,16.74,25.61
23,6,2003,14.11,26.52
24,6,2003,14.07,20.8
25,6,2003,11.41,22.75
26,6,2003,9.91,22.51
27,6,2003,7.26,24.55
28,6,2003,7.83,23.5
29,6,2003,9.51,15.26
30,6,2003,9.57,15.8
1,7,2003,9.69,16.36
2,7,2003,9.7,16.45
3,7,2003,7.87,17.98
4,7,2003,7.34,22.2
5,7,2003,10.37,22.9
6,7,2003,11.09,23.35
7,7,2003,10.91,26.49
8,7,2003,12.97,26.5
9,7,2003,12.56,26.49
10,7,2003,12.59,29.64
11,7,2003,14.63,27.14
12,7,2003,15.45,23.54
13,7,2003,14.96,21.49
14,7,2003,12.59,23.49
15,7,2003,10.95,15.24
16,7,2003,7.54,17.2
17,7,2003,5.14,21.25
18,7,2003,9.54,23.6
19,7,2003,13.2,23.27
20,7,2003,9.81,22.63
21,7,2003,8.22,22.89
22,7,2003,9.9,24.01
23,7,2003,10.99,22.93
24,7,2003,11.67,22.62
25,7,2003,10.98,21.85
26,7,2003,14.5,22.11
27,7,2003,11.67,21.73
28,7,2003,9,24.14
29,7,2003,13.24,30.43
30,7,2003,12.94,31.39
31,7,2003,13.28,30.89
1,8,2003,15.26,34.55
2,8,2003,18.84,30.75
3,8,2003,19.89,31.27
4,8,2003,17.33,28.46
5,8,2003,15.97,31.65
6,8,2003,17.87,35.83
7,8,2003,18.92,36.82
8,8,2003,17.88,37.16
9,8,2003,17.08,32.21
10,8,2003,17.1,32.22
11,8,2003,17.64,33.86
12,8,2003,20.16,35.7
13,8,2003,17.25,29.8
14,8,2003,14.21,27.34
15,8,2003,15.1,23.1
16,8,2003,13.87,23.86
17,8,2003,11.6,25.52
18,8,2003,11.95,25.67
19,8,2003,13.53,25.33
20,8,2003,12.35,26.98
21,8,2003,13.08,30.08
22,8,2003,15.18,28.59
23,8,2003,15.41,29.94
24,8,2003,14.32,25.66
25,8,2003,12.21,23.25
26,8,2003,8.41,22.06
27,8,2003,12.08,21.6
28,8,2003,11.67,18.03
29,8,2003,12.55,17.59
30,8,2003,11.94,21.49
31,8,2003,12.12,20.81
1,9,2003,12.06,21.76
2,9,2003,10.63,22.65
3,9,2003,11.03,23.79
4,9,2003,12.83,23.75
5,9,2003,11.63,22.07
6,9,2003,10.32,23.65
7,9,2003,12.1,17.75
8,9,2003,11.53,18.47
9,9,2003,10.21,19.53
10,9,2003,7.08,25.9
11,9,2003,10.11,28.87
12,9,2003,11.44,29.35
13,9,2003,12.7,31.37
14,9,2003,11.98,30.75
15,9,2003,12.48,26.04
16,9,2003,13.53,25.98
17,9,2003,13.8,28.7
18,9,2003,14.3,29.14
19,9,2003,14.8,27.9
20,9,2003,15.16,25.8
21,9,2003,15.6,24.3
22,9,2003,14.1,19.79
23,9,2003,10,20.92
24,9,2003,10.79,25.21
25,9,2003,10.99,23.35
26,9,2003,13.07,19.82
27,9,2003,15.64,21.45
28,9,2003,14.3,21.45
29,9,2003,12.29,20.24
30,9,2003,13.29,16.37
1,10,2003,10.03,12.38
2,10,2003,10.24,12.2
3,10,2003,7.46,15.97
4,10,2003,7.82,17.36
5,10,2003,6.55,15.8
6,10,2003,4.44,16.86
7,10,2003,5.52,18.55
8,10,2003,5.66,21.57
9,10,2003,8.12,23.59
10,10,2003,8.2,24.32
11,10,2003,9.62,18.79
12,10,2003,12.37,14.93
13,10,2003,10.21,16.94
14,10,2003,9.98,15.97
15,10,2003,9.9,14.9
16,10,2003,10.26,16.37
17,10,2003,8.85,16.45
18,10,2003,9.12,13.34
19,10,2003,10.81,13.84
20,10,2003,8.87,12.49
21,10,2003,5.68,14.51
22,10,2003,3.02,11.41
23,10,2003,0.49,9.66
24,10,2003,1.93,7.02
25,10,2003,4.53,6.54
26,10,2003,5.51,11.75
27,10,2003,7.14,12.63
28,10,2003,9.05,13.29
29,10,2003,4.54,8.58
30,10,2003,7.65,10.6
31,10,2003,5.7,9.06
1,11,2003,5.24,10.93
2,11,2003,3.4,10.64
3,11,2003,6.88,12.12
4,11,2003,4.99,13.66
5,11,2003,10.4,11.8
6,11,2003,12.12,19.8
7,11,2003,7.76,17.04
8,11,2003,8.05,12.6
9,11,2003,7.43,9.69
10,11,2003,9.64,12.04
11,11,2003,6.88,12.41
12,11,2003,7.51,12.48
13,11,2003,3.95,12.7
14,11,2003,9.47,11.97
15,11,2003,8.73,10.78
16,11,2003,6.56,9.95
17,11,2003,3.27,11.83
18,11,2003,1.81,15.7
19,11,2003,3.85,18.97
20,11,2003,5.09,16.13
21,11,2003,8.22,9.54
22,11,2003,8.3,14.25
23,11,2003,4.79,6.95
24,11,2003,3.84,8.87
25,11,2003,1.11,7.19
26,11,2003,4.6,9.8
27,11,2003,2,7.66
28,11,2003,3.71,7.92
29,11,2003,8.16,12.01
30,11,2003,6.14,10.53
1,12,2003,0.04,4.93
2,12,2003,-1.34,5.33
3,12,2003,1.83,5.37
4,12,2003,-0.85,5.11
5,12,2003,0.61,9.23
6,12,2003,5.42,11.33
7,12,2003,5.69,8.9
8,12,2003,6.25,8.95
9,12,2003,6.6,7.15
10,12,2003,3.14,9.67
11,12,2003,3.19,5.24
12,12,2003,6.13,10.67
13,12,2003,4.27,10.77
14,12,2003,2.6,12.01
15,12,2003,3.12,10.3
16,12,2003,1.84,10.02
17,12,2003,2.34,9.56
18,12,2003,7.22,9.9
19,12,2003,7.19,10.54
20,12,2003,7.52,9.73
21,12,2003,1.51,8.47
22,12,2003,0.3,5.99
23,12,2003,-2.35,5.29
24,12,2003,-1.59,7.37
25,12,2003,-0.57,9.26
26,12,2003,1.86,7.99
27,12,2003,7.03,11.46
28,12,2003,1.3,5.98
29,12,2003,-1.15,6.15
30,12,2003,9.56,9.86
31,12,2003,7.95,10.39
1,1,2004,4.04,11.96
2,1,2004,2.83,9.99
3,1,2004,4.83,10.7
4,1,2004,2.06,12.06
5,1,2004,-0.27,10.19
6,1,2004,-0.24,9.3
7,1,2004,2.8,8.36
8,1,2004,7.63,10.52
9,1,2004,9.85,10.41
10,1,2004,10.71,13.84
11,1,2004,11.12,14.62
12,1,2004,9.26,9.91
13,1,2004,9.4,13.07
14,1,2004,4.57,9.8
15,1,2004,-3,7
16,1,2004,-1.35,5.95
17,1,2004,2.18,7.15
18,1,2004,-0.63,7.63
19,1,2004,-3.1,8.05
20,1,2004,-3.9,8.27
21,1,2004,-4.04,8.47
22,1,2004,-3.7,7.99
23,1,2004,2.84,7.51
24,1,2004,6.1,11.85
25,1,2004,6.57,10.12
26,1,2004,8.81,13.09
27,1,2004,4.94,11.32
28,1,2004,-1.83,8.09
29,1,2004,-4.78,4.88
30,1,2004,2.6,7.66
31,1,2004,6.24,9.8
1,2,2004,6.51,10.73
2,2,2004,5.89,13.46
3,2,2004,9.23,16.15
4,2,2004,11.39,16.84
5,2,2004,8.61,17.7
6,2,2004,7.13,14.01
7,2,2004,4.02,14.31
8,2,2004,1.84,14.99
9,2,2004,0.43,15.47
10,2,2004,0.52,16.16
11,2,2004,0.16,14.76
12,2,2004,-1.11,14.74
13,2,2004,-1.15,15.75
14,2,2004,0.48,11.99
15,2,2004,1.29,9.65
16,2,2004,-0.39,8.14
17,2,2004,-0.29,10.4
18,2,2004,0.71,9.87
19,2,2004,-2.65,9.11
20,2,2004,-3.58,8.05
21,2,2004,-5.61,6.88
22,2,2004,-1.91,4.59
23,2,2004,-2.14,7.94
24,2,2004,0.62,5.38
25,2,2004,0.44,8.3
26,2,2004,-0.48,7.9
27,2,2004,-2.35,4.22
28,2,2004,-3.68,5.91
29,2,2004,-1.74,5.59
1,3,2004,-6.03,6.58
2,3,2004,-6.21,6.59
3,3,2004,0.84,7.3
4,3,2004,5.43,11.72
5,3,2004,2.86,11.36
6,3,2004,5.39,12.18
7,3,2004,-0.44,11.07
8,3,2004,2.32,11.21
9,3,2004,7,9.25
10,3,2004,5.93,10.32
11,3,2004,3.8,10.88
12,3,2004,4.31,10.79
13,3,2004,-2.03,9.54
14,3,2004,-1.38,14.09
15,3,2004,2.56,18.97
16,3,2004,5.95,18.3
